figure_id	Collection	Compartment	OMEROFigurelink	image	Flybase_ID	FlyBase link	Gene	If there is RNA expression, what patterns does the RNA make?_x	If there is protein expression, what patterns does the protein make?_x	Is RNA present in NBs?_x	Is protein present in NBs?_x	Is RNA present in other cells?_x	Is protein present in other cells?_x	General comments_x	If there is RNA expression, what patterns does the RNA make?_y	If there is protein expression, what patterns does the protein make?_y	Is RNA present in NBs?_y	Is protein present in NBs?_y	Is RNA present in other cells?_y	Is protein present in other cells?_y	General comments_y	neural RNAi phenotype	GO molecular function	GO biological process	L3 CNS	3prime UTR length	GO cellular component	FlyAtlas expression
	CPTI001409				FBgn0000392	http://flybase.org/reports/FBgn0000392	cup																protein binding,RNA binding,eukaryotic initiation factor 4E binding,translation regulator activity,mRNA binding	negative regulation of eukaryotic translation initiation factor 4F complex assembly,negative regulation of translational initiation,intracellular mRNA localization,meiotic chromosome segregation,ovarian follicle cell migration,negative regulation of oskar mRNA translation,regulation of pole plasm oskar mRNA localization,negative regulation of translation,regulation of synaptic assembly at neuromuscular junction,female meiotic nuclear division,dorsal/ventral pattern formation,oocyte growth in germarium-derived egg chamber,oogenesis	4	466	cytosol,endoplasmic reticulum exit site,neuronal ribonucleoprotein granule,nucleus,cytoplasm,P-body,neuromuscular junction,terminal bouton,messenger ribonucleoprotein complex	Ovary,Testis
	CPTI002786				FBgn0000261	http://flybase.org/reports/FBgn0000261	Cat																catalase activity,heme binding	aging,hydrogen peroxide catabolic process,regulation of synaptic plasticity,response to hydrogen peroxide,paracrine signaling,determination of adult lifespan,heart morphogenesis,reactive oxygen species metabolic process,response to endoplasmic reticulum stress,intestinal stem cell homeostasis,regulation of hemocyte proliferation	45	290	peroxisome,mitochondrion,cytoplasm	Crop,Adult heart,Larval fat body,Larval carcass,Tubule,Larval tubule,Adult carcass,Adult fat body
	CPTI003597				FBgn0000253	http://flybase.org/reports/FBgn0000253	Cam																myosin heavy chain binding,myosin V binding,protein binding,myosin VI head/neck binding,enzyme regulator activity,calcium ion binding	kinetochore organization,salivary gland cell autophagic cell death,deactivation of rhodopsin mediated signaling,rhodopsin mediated signaling pathway,sensory perception of sound,sensory perception of smell,photoreceptor cell axon guidance,metarhodopsin inactivation,adaptation of rhodopsin mediated signaling,calcium-mediated signaling,protein phosphorylation,muscle cell cellular homeostasis,actin filament-based movement,cellular response to ethanol,rhabdomere development,centriole replication,positive regulation of cation channel activity,regulation of light-activated channel activity	386	5015,116,831,2827	cytosol,myosin V complex,plasma membrane,mitotic spindle pole,midbody,myosin VI complex,centriole,mitotic spindle,cytoplasm,centrosome,spindle,myosin VII complex,nucleoplasm,rhabdomere	Larval carcass,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larval fat body,Larvae hindgut,Head,Larval salivary gland,Adult fat body,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,S2 cells,Midgut
	CPTI001284				FBgn0000253	http://flybase.org/reports/FBgn0000253	Cam																myosin heavy chain binding,myosin V binding,protein binding,myosin VI head/neck binding,enzyme regulator activity,calcium ion binding	kinetochore organization,salivary gland cell autophagic cell death,deactivation of rhodopsin mediated signaling,rhodopsin mediated signaling pathway,sensory perception of sound,sensory perception of smell,photoreceptor cell axon guidance,metarhodopsin inactivation,adaptation of rhodopsin mediated signaling,calcium-mediated signaling,protein phosphorylation,muscle cell cellular homeostasis,actin filament-based movement,cellular response to ethanol,rhabdomere development,centriole replication,positive regulation of cation channel activity,regulation of light-activated channel activity	386	5015,116,831,2827	cytosol,myosin V complex,plasma membrane,mitotic spindle pole,midbody,myosin VI complex,centriole,mitotic spindle,cytoplasm,centrosome,spindle,myosin VII complex,nucleoplasm,rhabdomere	Larval carcass,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larval fat body,Larvae hindgut,Head,Larval salivary gland,Adult fat body,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,S2 cells,Midgut
	CPTI002888				FBgn0000253	http://flybase.org/reports/FBgn0000253	Cam																myosin heavy chain binding,myosin V binding,protein binding,myosin VI head/neck binding,enzyme regulator activity,calcium ion binding	kinetochore organization,salivary gland cell autophagic cell death,deactivation of rhodopsin mediated signaling,rhodopsin mediated signaling pathway,sensory perception of sound,sensory perception of smell,photoreceptor cell axon guidance,metarhodopsin inactivation,adaptation of rhodopsin mediated signaling,calcium-mediated signaling,protein phosphorylation,muscle cell cellular homeostasis,actin filament-based movement,cellular response to ethanol,rhabdomere development,centriole replication,positive regulation of cation channel activity,regulation of light-activated channel activity	386	5015,116,831,2827	cytosol,myosin V complex,plasma membrane,mitotic spindle pole,midbody,myosin VI complex,centriole,mitotic spindle,cytoplasm,centrosome,spindle,myosin VII complex,nucleoplasm,rhabdomere	Larval carcass,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larval fat body,Larvae hindgut,Head,Larval salivary gland,Adult fat body,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,S2 cells,Midgut
	CPTI003522				FBgn0000183	http://flybase.org/reports/FBgn0000183	BicD																protein binding,dynactin binding,small GTPase binding,clathrin heavy chain binding,mRNA binding,cytoskeletal anchor activity,dynein complex binding	intracellular mRNA localization,oocyte nucleus migration involved in oocyte dorsal/ventral axis specification,RNA transport,regulation of microtubule cytoskeleton organization,germarium-derived egg chamber formation,cellular macromolecule localization,protein localization to organelle,microtubule anchoring at microtubule organizing center,germarium-derived oocyte fate determination,positive regulation of clathrin-dependent endocytosis,synaptic vesicle endocytosis,oocyte axis specification,positive regulation of synaptic vesicle exocytosis,mRNA transport,oocyte microtubule cytoskeleton polarization,oogenesis,regulation of endocytosis	18	849,909,561,2121	cytosol,cytoplasm,clathrin-coated endocytic vesicle membrane,Golgi apparatus	Larval carcass,S2 cells,Male accessory glands,Larval tubule,Ovary,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Hindgut,Midgut,Larval midgut,Larvae hindgut
	FTRG10229				FBgn0000183	http://flybase.org/reports/FBgn0000183	BicD																protein binding,dynactin binding,small GTPase binding,clathrin heavy chain binding,mRNA binding,cytoskeletal anchor activity,dynein complex binding	intracellular mRNA localization,oocyte nucleus migration involved in oocyte dorsal/ventral axis specification,RNA transport,regulation of microtubule cytoskeleton organization,germarium-derived egg chamber formation,cellular macromolecule localization,protein localization to organelle,microtubule anchoring at microtubule organizing center,germarium-derived oocyte fate determination,positive regulation of clathrin-dependent endocytosis,synaptic vesicle endocytosis,oocyte axis specification,positive regulation of synaptic vesicle exocytosis,mRNA transport,oocyte microtubule cytoskeleton polarization,oogenesis,regulation of endocytosis	18	849,909,561,2121	cytosol,cytoplasm,clathrin-coated endocytic vesicle membrane,Golgi apparatus	Larval carcass,S2 cells,Male accessory glands,Larval tubule,Ovary,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Hindgut,Midgut,Larval midgut,Larvae hindgut
	CPTI001198				FBgn0000117	http://flybase.org/reports/FBgn0000117	arm																DNA-binding transcription factor binding,kinase binding,protein phosphatase binding,protein binding,alpha-catenin binding,transcription coactivator activity,cadherin binding	zonula adherens assembly,cell morphogenesis,photoreceptor cell differentiation,cell elongation involved in imaginal disc-derived wing morphogenesis,delamination,long-term memory,branch fusion,wing disc morphogenesis,compound eye morphogenesis,protein localization to adherens junction,dorsal closure,cell fate determination,imaginal disc-derived wing margin morphogenesis,neuroblast development,oogenesis,chitin-based larval cuticle pattern formation,branching morphogenesis of an epithelial tube,canonical Wnt signaling pathway,imaginal disc-derived wing expansion,nervous system development,protein localization to plasma membrane,neuroblast fate commitment,positive regulation of transcription by RNA polymerase II,compound eye retinal cell programmed cell death,epithelial cell type specification,cuticle pattern formation,heart development,positive regulation of transcription,cell adhesion,germ-line stem-cell niche homeostasis,negative regulation of transcription by RNA polymerase II,heart formation,somatic stem cell population maintenance,ventral furrow formation,open tracheal system,cell-cell adhesion,segment polarity determination,DNA-templated	232	698,429	beta-catenin-TCF complex,catenin complex,nucleus,plasma membrane,zonula adherens,axon,endocytic vesicle,apical plasma membrane,rhabdomere,adherens junction	Head,Larval salivary gland,S2 cells,Brain,Larval tubule,Ovary,Larval trachea,Crop,Salivary gland,Larval CNS,Thoracicoabdominal ganglion,Tubule,Adult eye,Larval midgut,Larvae hindgut
	CPTI004299				FBgn0000116	http://flybase.org/reports/FBgn0000116	Argk																kinase activity,arginine kinase activity,creatine kinase activity	phosphocreatine biosynthetic process,phosphorylation	213	464,396,495	cytosol,extracellular region,cytoplasm,plasma membrane	Head,Larval carcass,Adult carcass,Brain,Crop,Thoracicoabdominal ganglion,Adult heart,Hindgut,Midgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI000147				FBgn0000097	http://flybase.org/reports/FBgn0000097	aop																RNA polymerase II transcription regulatory region sequence-specific DNA binding,protein binding,protein domain specific binding,DNA-binding transcription repressor activity,RNA polymerase II cis-regulatory region sequence-specific DNA binding,DNA-binding transcription factor activity,DNA binding,RNA polymerase II-specific	border follicle cell migration,negative regulation of terminal cell fate specification,negative regulation of gene expression,negative regulation of transcription,determination of adult lifespan,oenocyte delamination,gonad development,fibroblast growth factor receptor signaling pathway,muscle cell development,positive regulation of gene expression,regulation of establishment of planar polarity,regulation of neurogenesis,negative regulation of fusion cell fate specification,negative regulation of R7 cell differentiation,regulation of transcription by RNA polymerase II,negative regulation of transcription by RNA polymerase II,positive regulation of border follicle cell migration,dorsal closure,sevenless signaling pathway,cell fate determination,endocytosis,open tracheal system,vascular endothelial growth factor receptor signaling pathway,R3/R4 cell fate commitment,cell differentiation,negative regulation of canonical Wnt signaling pathway,negative regulation of compound eye photoreceptor cell differentiation,epidermal growth factor receptor signaling pathway,DNA-templated	21	1373,1681,738	cytosol,nucleus,nucleoplasm	Virgin spermatheca,Mated spermatheca,Brain,Ovary,Larval trachea,Crop,Testis,Larval CNS,Thoracicoabdominal ganglion,S2 cells,Midgut
	CPTI000876				FBgn0000097	http://flybase.org/reports/FBgn0000097	aop																RNA polymerase II transcription regulatory region sequence-specific DNA binding,protein binding,protein domain specific binding,DNA-binding transcription repressor activity,RNA polymerase II cis-regulatory region sequence-specific DNA binding,DNA-binding transcription factor activity,DNA binding,RNA polymerase II-specific	border follicle cell migration,negative regulation of terminal cell fate specification,negative regulation of gene expression,negative regulation of transcription,determination of adult lifespan,oenocyte delamination,gonad development,fibroblast growth factor receptor signaling pathway,muscle cell development,positive regulation of gene expression,regulation of establishment of planar polarity,regulation of neurogenesis,negative regulation of fusion cell fate specification,negative regulation of R7 cell differentiation,regulation of transcription by RNA polymerase II,negative regulation of transcription by RNA polymerase II,positive regulation of border follicle cell migration,dorsal closure,sevenless signaling pathway,cell fate determination,endocytosis,open tracheal system,vascular endothelial growth factor receptor signaling pathway,R3/R4 cell fate commitment,cell differentiation,negative regulation of canonical Wnt signaling pathway,negative regulation of compound eye photoreceptor cell differentiation,epidermal growth factor receptor signaling pathway,DNA-templated	21	1373,1681,738	cytosol,nucleus,nucleoplasm	Virgin spermatheca,Mated spermatheca,Brain,Ovary,Larval trachea,Crop,Testis,Larval CNS,Thoracicoabdominal ganglion,S2 cells,Midgut
